Report_Date,Location,Vegetation_Details,Land_Size(Acres),Season,Species,Stage,Soil_Type,Distribution,GPS_Coordinates
2023-03-27,Turkana East District,Pasture and Grasslands,700.5052070198168,Wet Season/Short Rains(November-December),Migratory locust (Locusta migratoria),Unknown,Loose Sandy Soil,Unknown,"(Decimal('-59.9254145'), Decimal('-145.047835'))"
2022-12-23,Mbeere South District,Vegetable Crops,193.2646311465833,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Unknown,Paddock Only,"(Decimal('-73.075902'), Decimal('150.842930'))"
2023-12-19,Gatanga District,Pasture and Grasslands,255.46668100165883,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Hoppers/Nymph(Breeding Ground),Unknown,Unknown,"(Decimal('0.8479715'), Decimal('-22.320617'))"
2020-06-21,Laikipia West District,Pasture and Grasslands,247.78546384738974,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('23.198049'), Decimal('100.645086'))"
2021-06-05,Mandera North District,Pasture and Grasslands,780.8738755713822,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-36.695161'), Decimal('-49.502082'))"
2020-12-26,Trans Mara District,Staple Crops,328.17991481783133,Wet Season/Long Rains(April-June),Unknown,Unknown,Loose Sandy Soil,Entire Area,"(Decimal('75.537033'), Decimal('156.046337'))"
2024-03-05,Kieni East District,Vegetable Crops,260.10050961698556,Dry/Warm Season(September-October),Grasshoppers,Fledglings(Young Adults),Loam Soil,Paddock Only,"(Decimal('-18.596582'), Decimal('48.197096'))"
2023-06-11,Manga District,Staple Crops,347.21898402729045,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Fledglings(Young Adults),Unknown,Unknown,"(Decimal('-81.724385'), Decimal('29.948002'))"
2021-10-08,Bungoma Central District,Staple Crops,677.5892064847509,Wet Season/Long Rains(April-June),Unknown,Hoppers/Nymph(Breeding Ground),Unknown,Entire Area,"(Decimal('79.663435'), Decimal('-16.008978'))"
2020-12-17,Marakwet District,Fruit Orchards,459.97170226355325,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('-31.327551'), Decimal('-62.592749'))"
2021-11-10,Bondo District,Fruit Orchards,828.5684096504862,Dry/Hot Season(January-March),Grasshoppers,Hoppers/Nymph(Breeding Ground),Laterite Soil,Unknown,"(Decimal('22.880285'), Decimal('-121.393312'))"
2021-10-10,Mirangini District,Pasture and Grasslands,847.8735715811941,Wet Season/Long Rains(April-June),Unknown,Unknown,Clay Soil,Entire Area,"(Decimal('19.811780'), Decimal('-122.965873'))"
2021-04-19,Nyamira District,Staple Crops,734.3816553015296,Wet Season/Short Rains(November-December),Spur Throated Locusts,Unknown,Loose Sandy Soil,Paddock Only,"(Decimal('-59.472822'), Decimal('57.169431'))"
2022-09-28,Msabweni District,Fruit Orchards,287.93659641537437,Short Rains/Wet Season(April-June),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('19.1829855'), Decimal('-28.118109'))"
2023-10-25,Suba District,Fruit Orchards,261.7208049030989,Dry/Cold Season(July-August),Unknown,Fledglings(Young Adults),Clay Soil,Paddock Only,"(Decimal('4.7331305'), Decimal('14.171987'))"
2021-05-15,Tharaka South District,Staple Crops,915.8196599127732,Dry/Warm Season(September-October),Grasshoppers,Hoppers/Nymph(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-25.179816'), Decimal('-40.169002'))"
2020-09-01,Bungoma South District,Fruit Orchards,186.37101940444157,Short Rains/Wet Season(April-June),Unknown,Adults,Laterite Soil,Entire Area,"(Decimal('72.0931305'), Decimal('-141.518681'))"
2021-11-17,"""""""",Staple Crops,31.199119405530812,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Alluvial Soil,Paddock Only,"(Decimal('-9.464441'), Decimal('38.068540'))"
2021-10-15,Kirinyaga Central District,Staple Crops,66.66116737326936,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Loose Sandy Soil,Entire Area,"(Decimal('76.0599685'), Decimal('-41.676829'))"
2022-02-19,Thika East District,Unknown,113.22147515089964,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Adults,Alluvial Soil,Entire Field,"(Decimal('-36.5063015'), Decimal('34.898595'))"
2021-03-17,Nyakach District,Vegetable Crops,564.7096595154709,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('-82.7420765'), Decimal('-66.606808'))"
2021-12-01,Loitoktok District,Vegetable Crops,972.569334272786,Dry/Warm Season(September-October),Unknown,Adults,Unknown,Unknown,"(Decimal('15.872264'), Decimal('64.410900'))"
2023-01-20,Rarieda District,Fruit Orchards,880.4947289082153,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Area,"(Decimal('-32.5604465'), Decimal('-120.718342'))"
2024-04-09,Mbeere South District,Vegetable Crops,673.4152135703092,Wet Season/Short Rains(November-December),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Unknown,Entire Area,"(Decimal('73.471046'), Decimal('169.106767'))"
2024-01-26,Bungoma West District,Staple Crops,512.6051225427174,Wet Season/Short Rains(November-December),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Unknown,Unknown,"(Decimal('44.519485'), Decimal('80.634248'))"
2021-03-29,Makueni District,Unknown,658.7559698156518,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('77.0147515'), Decimal('162.910686'))"
2020-10-08,Manga District,Vegetable Crops,673.5101620576477,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Fledglings(Young Adults),Alluvial Soil,Entire Area,"(Decimal('5.378821'), Decimal('62.190081'))"
2021-02-16,Trans Mara District,Pasture and Grasslands,343.8062112837473,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Field,"(Decimal('75.304580'), Decimal('-101.771150'))"
2020-07-29,Lari District,Unknown,700.4859710021602,Wet Season/Short Rains(November-December),Spur Throated Locusts,Eggs(Breeding Ground),Loose Sandy Soil,Entire Field,"(Decimal('32.9723795'), Decimal('-174.540522'))"
2022-01-17,Bunyula District,Unknown,583.3938372631052,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Unknown,Clay Soil,Unknown,"(Decimal('12.689064'), Decimal('44.201509'))"
2020-11-04,Nairobi East District,Pasture and Grasslands,634.3290302557796,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Peat Soil,Unknown,"(Decimal('-81.1741735'), Decimal('174.605494'))"
2021-11-20,Kitui West District,Fruit Orchards,747.9127795707694,Dry/Warm Season(September-October),Unknown,Eggs(Breeding Ground),Loam Soil,Entire Area,"(Decimal('-32.8523355'), Decimal('-82.773096'))"
2021-06-15,Embu East District,Unknown,435.8943860778583,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('36.9996325'), Decimal('121.104010'))"
2020-12-13,Koibatek District,Unknown,373.7966137451466,Dry/Hot Season(January-March),Grasshoppers,Fledglings(Young Adults),Unknown,Paddock Only,"(Decimal('21.418088'), Decimal('132.826394'))"
2022-08-06,Mwala District,Staple Crops,964.2884406635063,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Clay Soil,Entire Field,"(Decimal('-59.649600'), Decimal('-138.490647'))"
2021-09-04,Mbooni East District,Fruit Orchards,188.16602933514847,Dry/Cold Season(July-August),Grasshoppers,Adults,Unknown,Entire Area,"(Decimal('3.4197445'), Decimal('-163.031959'))"
2023-10-24,Bungoma North District,Pasture and Grasslands,944.327007827311,Wet Season/Short Rains(November-December),Migratory locust (Locusta migratoria),Unknown,Loam Soil,Entire Field,"(Decimal('-23.3685235'), Decimal('-123.009641'))"
2022-05-12,Narok North District,Fruit Orchards,355.8272415173659,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Peat Soil,Unknown,"(Decimal('-69.3920515'), Decimal('-9.220174'))"
2021-03-04,Migori District,Vegetable Crops,675.310912456039,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('-62.664746'), Decimal('-142.471880'))"
2021-04-30,Homa Bay District,Unknown,512.0391988452473,Dry/Hot Season(January-March),Spur Throated Locusts,Unknown,Loose Sandy Soil,Unknown,"(Decimal('-31.706814'), Decimal('6.624125'))"
2022-07-02,Kangundo District,Pasture and Grasslands,908.5147656720387,Wet Season/Short Rains(November-December),Red locust (Nomadacris septemfasciata),Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('15.588291'), Decimal('156.768778'))"
2020-11-09,Nairobi East District,Staple Crops,599.6502873625556,Short Rains/Wet Season(April-June),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('60.3477385'), Decimal('47.674906'))"
2022-06-04,Machakos District,Unknown,370.9493430277725,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Entire Field,"(Decimal('11.398007'), Decimal('123.754726'))"
2023-11-14,Nandi East District,Unknown,50.182112719825895,Wet Season/Long Rains(April-June),Spur Throated Locusts,Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('-12.9948515'), Decimal('179.996425'))"
2021-08-06,Wajir East District,Unknown,840.9594596822604,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Unknown,Peat Soil,Paddock Only,"(Decimal('67.5686825'), Decimal('-86.767284'))"
2022-09-23,Kathiani District,Vegetable Crops,761.6836484669503,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Unknown,Alluvial Soil,Unknown,"(Decimal('89.723987'), Decimal('-42.736346'))"
2023-01-13,Kwanza District,Staple Crops,783.204518304533,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Unknown,"(Decimal('-53.6946235'), Decimal('110.105897'))"
2022-10-25,Uriri District,Unknown,533.6177468589394,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Peat Soil,Paddock Only,"(Decimal('-4.815850'), Decimal('113.588733'))"
2020-09-22,Laikipia Central District,Pasture and Grasslands,540.3396785601271,Dry/Warm Season(September-October),Grasshoppers,Unknown,Loam Soil,Entire Field,"(Decimal('18.725383'), Decimal('-100.486180'))"
2020-09-11,Mutomo District,Vegetable Crops,196.6048855598176,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Clay Soil,Entire Area,"(Decimal('-15.517607'), Decimal('-104.079252'))"
2023-10-18,Mwingi District,Unknown,779.0475957162088,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('84.0541425'), Decimal('42.139265'))"
2022-09-11,Muranga East District,Unknown,52.150573988187176,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Loam Soil,Unknown,"(Decimal('-71.708988'), Decimal('36.859812'))"
2021-06-08,Laikipia East District,Pasture and Grasslands,187.92550440387387,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Loam Soil,Unknown,"(Decimal('18.1545395'), Decimal('-100.959545'))"
2020-08-31,Samburu North District,Unknown,812.7909941199096,Wet Season/Short Rains(November-December),Unknown,Adults,Clay Soil,Entire Field,"(Decimal('55.336830'), Decimal('-107.312630'))"
2022-08-26,Laikipia West District,Fruit Orchards,425.4400995355139,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Adults,Clay Soil,Unknown,"(Decimal('20.864210'), Decimal('-19.848611'))"
2022-09-27,Laikipia North District,Unknown,980.8517380084801,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Adults,Loam Soil,Paddock Only,"(Decimal('-65.1391455'), Decimal('28.844294'))"
2020-11-12,Bomet District,Pasture and Grasslands,544.9258644666812,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Fledglings(Young Adults),Loam Soil,Entire Field,"(Decimal('62.8744555'), Decimal('-84.384865'))"
2022-05-20,Mandera North District,Unknown,256.1064390175106,Dry/Warm Season(September-October),Spur Throated Locusts,Eggs(Breeding Ground),Clay Soil,Entire Field,"(Decimal('16.379709'), Decimal('-113.103028'))"
2023-05-24,Ruiru District,Unknown,404.4610709564426,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Alluvial Soil,Unknown,"(Decimal('2.865160'), Decimal('-72.003502'))"
2022-10-26,Bunyula District,Vegetable Crops,231.93875297939076,Short Rains/Wet Season(April-June),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Loam Soil,Entire Area,"(Decimal('-13.678967'), Decimal('-111.766730'))"
2021-02-17,Nyandarua South District,Pasture and Grasslands,472.94904681524264,Wet Season/Short Rains(November-December),Spur Throated Locusts,Adults,Unknown,Unknown,"(Decimal('73.9920115'), Decimal('-174.080217'))"
2023-06-24,Kangundo District,Pasture and Grasslands,915.2964367461824,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Alluvial Soil,Entire Area,"(Decimal('-61.581573'), Decimal('-88.753868'))"
2023-09-06,Trans Nzoia East District,Unknown,900.4350066884041,Wet Season/Short Rains(November-December),Red locust (Nomadacris septemfasciata),Unknown,Laterite Soil,Unknown,"(Decimal('8.1798695'), Decimal('-2.973416'))"
2023-06-30,Kisii Central District,Fruit Orchards,477.1915347206443,Wet Season/Short Rains(November-December),Unknown,Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('-41.131839'), Decimal('-151.732546'))"
2020-04-04,Kyuso District,Vegetable Crops,795.0812005131406,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Unknown,Entire Area,"(Decimal('15.517929'), Decimal('-17.141327'))"
2020-11-19,Mwala District,Pasture and Grasslands,888.8711803039373,Dry/Hot Season(January-March),Unknown,Hoppers/Nymph(Breeding Ground),Loose Sandy Soil,Entire Field,"(Decimal('81.7300135'), Decimal('48.308174'))"
2024-02-12,Manga District,Fruit Orchards,19.77970420686142,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Adults,Loam Soil,Entire Field,"(Decimal('-79.262726'), Decimal('-162.804363'))"
2021-06-27,Rachuonyo South District,Staple Crops,352.38443227299683,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Unknown,Paddock Only,"(Decimal('19.451345'), Decimal('-31.045510'))"
2021-01-03,Ndhiwa District,Pasture and Grasslands,620.5802320872383,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Adults,Alluvial Soil,Paddock Only,"(Decimal('-15.2766915'), Decimal('-39.471153'))"
2020-09-18,Kathonzweni District,Vegetable Crops,755.5099062920913,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Loose Sandy Soil,Entire Field,"(Decimal('5.318291'), Decimal('91.125042'))"
2021-05-28,Nyeri Central District,Unknown,815.8766487494513,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('-37.157785'), Decimal('-166.125350'))"
2020-03-01,Kwanza District,Pasture and Grasslands,762.3707551203967,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Clay Soil,Unknown,"(Decimal('52.583252'), Decimal('109.030144'))"
2022-06-26,Maara District,Staple Crops,792.888821280209,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Unknown,Loose Sandy Soil,Unknown,"(Decimal('-71.5527045'), Decimal('106.267316'))"
2023-04-03,Kipipiri District,Staple Crops,342.080524127892,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Unknown,Clay Soil,Unknown,"(Decimal('-61.404916'), Decimal('14.100894'))"
2022-10-04,Nairobi East District,Staple Crops,188.72109085583514,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Adults,Clay Soil,Unknown,"(Decimal('-3.3346035'), Decimal('85.867128'))"
2024-05-15,Masaba District,Staple Crops,759.504432042163,Short Rains/Wet Season(April-June),Spur Throated Locusts,Fledglings(Young Adults),Alluvial Soil,Unknown,"(Decimal('-32.9959405'), Decimal('-100.173716'))"
2021-01-11,Laikipia Central District,Vegetable Crops,890.9433554538408,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Laterite Soil,Entire Field,"(Decimal('-66.905270'), Decimal('-90.129265'))"
2020-02-25,Kirinyaga South District,Fruit Orchards,175.22357831876062,Wet Season/Short Rains(November-December),Migratory locust (Locusta migratoria),Adults,Loam Soil,Unknown,"(Decimal('30.2611475'), Decimal('-177.591531'))"
2021-05-02,Nakuru District,Staple Crops,532.1557516491623,Short Rains/Wet Season(April-June),Unknown,Adults,Laterite Soil,Unknown,"(Decimal('56.7210155'), Decimal('-37.580989'))"
2022-12-27,Gatanga District,Fruit Orchards,442.4729248425535,Dry/Cold Season(July-August),Spur Throated Locusts,Hoppers/Nymph(Breeding Ground),Alluvial Soil,Paddock Only,"(Decimal('80.7341545'), Decimal('91.700086'))"
2020-09-05,Mumias District,Unknown,725.5449122132294,Short Rains/Wet Season(April-June),Grasshoppers,Hoppers/Nymph(Breeding Ground),Peat Soil,Unknown,"(Decimal('65.085711'), Decimal('-29.091192'))"
2022-05-20,Uriri District,Fruit Orchards,973.3858674907401,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Unknown,Entire Field,"(Decimal('64.895520'), Decimal('80.230447'))"
2022-10-19,Marigat District,Unknown,903.3341899589378,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Fledglings(Young Adults),Laterite Soil,Entire Field,"(Decimal('-65.157762'), Decimal('-84.013005'))"
